Player,Season,League,GP,G,A,PTS,PIM,+/-
Max Pacioretty,,USHL,60.0,21.0,42.0,63.0,119.0,20.0
Max Pacioretty,2008-09,NHL,34.0,3.0,8.0,11.0,27.0,-3.0
Max Pacioretty,2009-10,NHL,52.0,3.0,11.0,14.0,20.0,-5.0
Max Pacioretty,2010-11,NHL,37.0,14.0,10.0,24.0,39.0,-1.0
Michael Carcone,,AHL,398.0,123.0,144.0,267.0,418.0,-24.0
Michael Carcone,,OJHL,49.0,12.0,25.0,37.0,44.0,0.0
Michael Carcone,,QMJHL,116.0,59.0,71.0,130.0,112.0,6.0
Michael Carcone,2021-22,NHL,21.0,4.0,2.0,6.0,14.0,-8.0
Michael Carcone,2022-23,NHL,9.0,2.0,1.0,3.0,2.0,3.0
Michael Carcone,2023-24,NHL,74.0,21.0,8.0,29.0,35.0,-2.0
Michael Eyssimont,,AHL,229.0,51.0,66.0,117.0,283.0,6.0
Michael Eyssimont,,NCHC,115.0,45.0,57.0,102.0,70.0,18.0
Michael Eyssimont,,USHL,122.0,36.0,43.0,79.0,126.0,-12.0
Michael Eyssimont,2021-22,NHL,1.0,0.0,0.0,0.0,0.0,0.0
Michael Eyssimont,2022-23,NHL,19.0,1.0,4.0,5.0,7.0,5.0
Michael Eyssimont,2022-23,NHL,20.0,3.0,5.0,8.0,34.0,1.0
Michael Eyssimont,2022-23,NHL,15.0,1.0,1.0,2.0,22.0,-3.0
Michael Eyssimont,2023-24,NHL,81.0,11.0,14.0,25.0,104.0,7.0
Michael McCarron,,AHL,144.0,31.0,50.0,81.0,278.0,-29.0
Michael McCarron,,OHL,122.0,42.0,60.0,102.0,248.0,36.0
Michael McCarron,,USHL,54.0,8.0,19.0,27.0,196.0,-8.0
Michael McCarron,2015-16,NHL,20.0,1.0,1.0,2.0,37.0,-10.0
Michael McCarron,2016-17,NHL,31.0,1.0,4.0,5.0,41.0,-4.0
Michael McCarron,2017-18,NHL,18.0,0.0,1.0,1.0,32.0,-1.0
Michael Pezzetta,,AHL,115.0,13.0,12.0,25.0,186.0,-5.0
Michael Pezzetta,,ECHL,3.0,0.0,0.0,0.0,6.0,-3.0
Michael Pezzetta,,OHL,241.0,48.0,63.0,111.0,321.0,-109.0
Michael Pezzetta,2021-22,NHL,51.0,5.0,6.0,11.0,81.0,-7.0
Michael Pezzetta,2022-23,NHL,63.0,7.0,8.0,15.0,77.0,-4.0
Michael Pezzetta,2023-24,NHL,61.0,3.0,9.0,12.0,59.0,4.0
Michael Rasmussen,,AHL,45.0,11.0,19.0,30.0,26.0,-9.0
Michael Rasmussen,,Austria,18.0,5.0,11.0,16.0,42.0,-1.0
Michael Rasmussen,,BCHL,1.0,0.0,0.0,0.0,0.0,0.0
Michael Rasmussen,,WHL,161.0,81.0,76.0,157.0,129.0,8.0
Michael Rasmussen,2018-19,NHL,62.0,8.0,10.0,18.0,29.0,-8.0
Michael Rasmussen,2020-21,NHL,40.0,3.0,9.0,12.0,26.0,-5.0
Michael Sgarbossa,,AHL,166.0,34.0,68.0,102.0,191.0,-50.0
Michael Sgarbossa,,OHL,263.0,113.0,166.0,279.0,251.0,45.0
Michael Sgarbossa,2012-13,NHL,6.0,0.0,0.0,0.0,4.0,-3.0
Michael Sgarbossa,2014-15,NHL,3.0,0.0,1.0,1.0,10.0,0.0
Mika Zibanejad,,AHL,29.0,6.0,12.0,18.0,12.0,4.0
Mika Zibanejad,,SEL,52.0,10.0,12.0,22.0,6.0,-1.0
Mika Zibanejad,,Swe-Jr,42.0,14.0,11.0,25.0,18.0,16.0
Mika Zibanejad,2011-12,NHL,9.0,0.0,1.0,1.0,2.0,-3.0
Mika Zibanejad,2012-13,NHL,42.0,7.0,13.0,20.0,6.0,9.0
Mika Zibanejad,2013-14,NHL,69.0,16.0,17.0,33.0,18.0,-15.0
Mikael Pyyhtia,,AHL,75.0,11.0,25.0,36.0,8.0,-1.0
Mikael Pyyhtia,,SM-liiga,140.0,31.0,32.0,63.0,26.0,1.0
Mikael Pyyhtia,2022-23,NHL,2.0,0.0,1.0,1.0,2.0,-2.0
Mikael Pyyhtia,2023-24,NHL,17.0,0.0,2.0,2.0,0.0,-5.0
Mikael Pyyhtia,2024-25,NHL,46.0,4.0,3.0,7.0,6.0,-10.0
Mikhail Sergachev,,OHL,117.0,27.0,73.0,100.0,127.0,37.0
Mikhail Sergachev,,Rus-MHL,25.0,2.0,6.0,8.0,12.0,0.0
Mikhail Sergachev,2016-17,NHL,4.0,0.0,0.0,0.0,0.0,1.0
Mikhail Sergachev,2017-18,NHL,79.0,9.0,31.0,40.0,38.0,11.0
Mikhail Sergachev,2018-19,NHL,75.0,6.0,26.0,32.0,28.0,12.0
Mikko Rantanen,,AHL,56.0,24.0,38.0,62.0,46.0,20.0
Mikko Rantanen,,SM-liiga,108.0,16.0,24.0,40.0,36.0,-13.0
Mikko Rantanen,2015-16,NHL,9.0,0.0,0.0,0.0,2.0,-7.0
Mikko Rantanen,2016-17,NHL,75.0,20.0,18.0,38.0,22.0,-25.0
Mikko Rantanen,2017-18,NHL,81.0,29.0,55.0,84.0,34.0,0.0
Miles Wood,,AHL,15.0,4.0,4.0,8.0,34.0,0.0
Miles Wood,,H-East,37.0,10.0,25.0,35.0,76.0,13.0
Miles Wood,2015-16,NHL,1.0,0.0,0.0,0.0,0.0,0.0
Miles Wood,2016-17,NHL,60.0,8.0,9.0,17.0,86.0,-21.0
Miles Wood,2017-18,NHL,76.0,19.0,13.0,32.0,84.0,-6.0
Miro Heiskanen,,SM-liiga,67.0,16.0,17.0,33.0,12.0,16.0
Miro Heiskanen,2018-19,NHL,82.0,12.0,21.0,33.0,16.0,-14.0
Miro Heiskanen,2019-20,NHL,68.0,8.0,27.0,35.0,12.0,14.0
Miro Heiskanen,2020-21,NHL,55.0,8.0,19.0,27.0,12.0,-9.0
Mitch Marner,,OHL,184.0,96.0,205.0,301.0,145.0,119.0
Mitch Marner,,OJHL,6.0,1.0,3.0,4.0,0.0,0.0
Mitch Marner,2016-17,NHL,77.0,19.0,42.0,61.0,38.0,0.0
Mitch Marner,2017-18,NHL,82.0,22.0,47.0,69.0,26.0,-1.0
Mitch Marner,2018-19,NHL,82.0,26.0,68.0,94.0,22.0,22.0
Mitchell Chaffee,,AHL,123.0,42.0,47.0,89.0,54.0,33.0
Mitchell Chaffee,,H-East,109.0,47.0,48.0,95.0,71.0,32.0
Mitchell Chaffee,,USHL,103.0,15.0,14.0,29.0,78.0,-4.0
Mitchell Chaffee,2021-22,NHL,2.0,0.0,0.0,0.0,0.0,1.0
Mitchell Chaffee,2023-24,NHL,30.0,4.0,3.0,7.0,4.0,2.0
Morgan Barron,,AHL,51.0,20.0,18.0,38.0,30.0,1.0
Morgan Barron,,ECAC,98.0,34.0,50.0,84.0,81.0,36.0
Morgan Barron,,USHL,5.0,0.0,0.0,0.0,2.0,-3.0
Morgan Barron,2020-21,NHL,5.0,1.0,0.0,1.0,2.0,-1.0
Morgan Barron,2021-22,NHL,13.0,0.0,1.0,1.0,4.0,-1.0
Morgan Barron,2021-22,NHL,14.0,2.0,2.0,4.0,4.0,-3.0
Morgan Barron,2022-23,NHL,70.0,8.0,13.0,21.0,31.0,4.0
Morgan Frost,,AHL,65.0,19.0,29.0,48.0,28.0,-9.0
Morgan Frost,,OHL,257.0,106.0,204.0,310.0,149.0,112.0
Morgan Frost,2019-20,NHL,20.0,2.0,5.0,7.0,4.0,-3.0
Morgan Frost,2020-21,NHL,2.0,0.0,0.0,0.0,0.0,0.0
Morgan Frost,2021-22,NHL,55.0,5.0,11.0,16.0,14.0,-11.0
Morgan Geekie,,AHL,130.0,45.0,48.0,93.0,78.0,9.0
Morgan Geekie,,MJHL,2.0,1.0,1.0,2.0,0.0,0.0
Morgan Geekie,,WHL,216.0,78.0,124.0,202.0,82.0,26.0
Morgan Geekie,2019-20,NHL,2.0,3.0,1.0,4.0,2.0,3.0
Morgan Geekie,2020-21,NHL,36.0,3.0,6.0,9.0,10.0,1.0
Morgan Geekie,2021-22,NHL,73.0,7.0,15.0,22.0,18.0,-16.0
Morgan Rielly,,AHL,14.0,1.0,2.0,3.0,0.0,-1.0
Morgan Rielly,,WHL,143.0,21.0,79.0,100.0,42.0,-17.0
Morgan Rielly,2013-14,NHL,73.0,2.0,25.0,27.0,12.0,-13.0
Morgan Rielly,2014-15,NHL,81.0,8.0,21.0,29.0,14.0,-16.0
Morgan Rielly,2015-16,NHL,82.0,9.0,27.0,36.0,28.0,-17.0
Moritz Seider,,AHL,49.0,2.0,20.0,22.0,28.0,-5.0
Moritz Seider,,DEL,33.0,2.0,4.0,6.0,8.0,2.0
Moritz Seider,,SweHL,41.0,7.0,21.0,28.0,16.0,14.0
Moritz Seider,2021-22,NHL,82.0,7.0,43.0,50.0,34.0,-9.0
Moritz Seider,2022-23,NHL,82.0,5.0,37.0,42.0,40.0,-11.0
Moritz Seider,2023-24,NHL,82.0,9.0,33.0,42.0,51.0,-7.0
Nate Schmidt,,AHL,65.0,6.0,20.0,26.0,20.0,-11.0
Nate Schmidt,,USHL,57.0,14.0,23.0,37.0,81.0,-7.0
Nate Schmidt,,WCHA,96.0,12.0,62.0,74.0,36.0,0.0
Nate Schmidt,2013-14,NHL,29.0,2.0,4.0,6.0,6.0,4.0
Nate Schmidt,2014-15,NHL,39.0,1.0,3.0,4.0,10.0,-2.0
Nate Schmidt,2015-16,NHL,72.0,2.0,14.0,16.0,16.0,12.0
Nazem Kadri,,AHL,92.0,35.0,46.0,81.0,101.0,4.0
Nazem Kadri,,OHL,242.0,92.0,166.0,258.0,223.0,59.0
Nazem Kadri,2009-10,NHL,1.0,0.0,0.0,0.0,0.0,-1.0
Nazem Kadri,2010-11,NHL,29.0,3.0,9.0,12.0,8.0,-3.0
Nazem Kadri,2011-12,NHL,21.0,5.0,2.0,7.0,8.0,2.0
Neal Pionk,,AHL,48.0,1.0,16.0,17.0,20.0,-9.0
Neal Pionk,,NCHC,82.0,11.0,40.0,51.0,69.0,35.0
Neal Pionk,,USHL,119.0,10.0,67.0,77.0,199.0,44.0
Neal Pionk,2017-18,NHL,28.0,1.0,13.0,14.0,12.0,-1.0
Neal Pionk,2018-19,NHL,73.0,6.0,20.0,26.0,35.0,-16.0
Neal Pionk,2019-20,NHL,71.0,6.0,39.0,45.0,32.0,10.0
Nic Dowd,,AHL,140.0,23.0,69.0,92.0,93.0,31.0
Nic Dowd,,NAHL,46.0,16.0,33.0,49.0,73.0,8.0
Nic Dowd,,NCHC,38.0,22.0,18.0,40.0,32.0,0.0
Nic Dowd,,USHL,46.0,16.0,23.0,39.0,48.0,20.0
Nic Dowd,,WCHA,117.0,30.0,51.0,81.0,111.0,0.0
Nic Dowd,2015-16,NHL,5.0,0.0,0.0,0.0,2.0,1.0
Nic Dowd,2016-17,NHL,70.0,6.0,16.0,22.0,25.0,-15.0
Nic Dowd,2017-18,NHL,16.0,0.0,1.0,1.0,12.0,-3.0
Nic Dowd,2017-18,NHL,40.0,3.0,0.0,3.0,16.0,-7.0
Nicholas Robertson,,AHL,49.0,21.0,23.0,44.0,20.0,5.0
Nicholas Robertson,,OHL,162.0,97.0,77.0,174.0,78.0,-1.0
Nicholas Robertson,,OJHL,4.0,0.0,3.0,3.0,2.0,0.0
Nicholas Robertson,2019-20,NHL,0.0,0.0,0.0,0.0,0.0,0.0
Nicholas Robertson,2020-21,NHL,6.0,0.0,1.0,1.0,0.0,1.0
Nicholas Robertson,2021-22,NHL,10.0,1.0,0.0,1.0,4.0,-4.0
Nick Bjugstad,,WCHA,109.0,54.0,44.0,98.0,107.0,0.0
Nick Bjugstad,2012-13,NHL,11.0,1.0,0.0,1.0,2.0,-8.0
Nick Bjugstad,2013-14,NHL,76.0,16.0,22.0,38.0,16.0,-14.0
Nick Bjugstad,2014-15,NHL,72.0,24.0,19.0,43.0,38.0,-7.0
Nick Blankenburg,,AHL,24.0,3.0,10.0,13.0,22.0,7.0
Nick Blankenburg,,AJHL,57.0,16.0,26.0,42.0,65.0,0.0
Nick Blankenburg,,Big-10,133.0,25.0,43.0,68.0,62.0,50.0
Nick Blankenburg,2021-22,NHL,7.0,1.0,2.0,3.0,4.0,-3.0
Nick Blankenburg,2022-23,NHL,36.0,4.0,10.0,14.0,16.0,-16.0
Nick Blankenburg,2023-24,NHL,12.0,1.0,0.0,1.0,4.0,1.0
Nick Cousins,,AHL,184.0,45.0,79.0,124.0,167.0,5.0
Nick Cousins,,OHL,264.0,102.0,189.0,291.0,261.0,-1.0
Nick Cousins,,OJHL,5.0,0.0,1.0,1.0,2.0,0.0
Nick Cousins,2014-15,NHL,11.0,0.0,0.0,0.0,2.0,1.0
Nick Cousins,2015-16,NHL,36.0,6.0,5.0,11.0,4.0,5.0
Nick Cousins,2016-17,NHL,60.0,6.0,10.0,16.0,31.0,-6.0
Nick Foligno,,AHL,28.0,6.0,13.0,19.0,16.0,4.0
Nick Foligno,,NAHL,43.0,8.0,12.0,20.0,44.0,0.0
Nick Foligno,,OHL,196.0,65.0,131.0,196.0,392.0,37.0
Nick Foligno,2007-08,NHL,45.0,6.0,3.0,9.0,20.0,0.0
Nick Foligno,2008-09,NHL,81.0,17.0,15.0,32.0,59.0,-10.0
Nick Foligno,2009-10,NHL,61.0,9.0,17.0,26.0,53.0,6.0
Nick Leddy,,AHL,53.0,5.0,21.0,26.0,14.0,-9.0
Nick Leddy,,WCHA,30.0,3.0,8.0,11.0,4.0,0.0
Nick Leddy,2010-11,NHL,46.0,4.0,3.0,7.0,4.0,-3.0
Nick Leddy,2011-12,NHL,82.0,3.0,34.0,37.0,10.0,-12.0
Nick Leddy,2012-13,NHL,48.0,6.0,12.0,18.0,10.0,15.0
Nick Paul,,AHL,171.0,35.0,46.0,81.0,80.0,-38.0
Nick Paul,,OHL,191.0,75.0,65.0,140.0,109.0,43.0
Nick Paul,,OJHL,9.0,3.0,2.0,5.0,4.0,0.0
Nick Paul,2015-16,NHL,24.0,2.0,3.0,5.0,6.0,-3.0
Nick Paul,2016-17,NHL,1.0,0.0,0.0,0.0,0.0,-2.0
Nick Paul,2017-18,NHL,11.0,1.0,0.0,1.0,0.0,-4.0
Nick Perbix,,AHL,14.0,2.0,6.0,8.0,2.0,-3.0
Nick Perbix,,NCHC,135.0,22.0,67.0,89.0,71.0,23.0
Nick Perbix,,USHL,56.0,4.0,25.0,29.0,38.0,19.0
Nick Perbix,2022-23,NHL,69.0,5.0,15.0,20.0,22.0,11.0
Nick Perbix,2023-24,NHL,77.0,2.0,22.0,24.0,10.0,8.0
Nick Perbix,2024-25,NHL,50.0,4.0,10.0,14.0,16.0,5.0
Nick Schmaltz,,AHL,12.0,6.0,3.0,9.0,2.0,-4.0
Nick Schmaltz,,NCHC,75.0,16.0,56.0,72.0,18.0,47.0
Nick Schmaltz,,USHL,130.0,37.0,82.0,119.0,33.0,6.0
Nick Schmaltz,2016-17,NHL,61.0,6.0,22.0,28.0,6.0,10.0
Nick Schmaltz,2017-18,NHL,78.0,21.0,31.0,52.0,18.0,1.0
Nick Schmaltz,2018-19,NHL,23.0,2.0,9.0,11.0,6.0,-4.0
Nick Schmaltz,2018-19,NHL,17.0,5.0,9.0,14.0,2.0,-8.0
Nick Suzuki,,AHL,0.0,0.0,0.0,0.0,0.0,0.0
Nick Suzuki,,GOJHL,1.0,0.0,1.0,1.0,0.0,0.0
Nick Suzuki,,OHL,251.0,141.0,187.0,328.0,44.0,106.0
Nick Suzuki,2019-20,NHL,71.0,13.0,28.0,41.0,6.0,-15.0
Nick Suzuki,2020-21,NHL,56.0,15.0,26.0,41.0,26.0,-5.0
Nick Suzuki,2021-22,NHL,82.0,21.0,40.0,61.0,30.0,-29.0
Nico Hischier,,QMJHL,57.0,38.0,48.0,86.0,24.0,20.0
Nico Hischier,,Swiss-A,15.0,1.0,0.0,1.0,2.0,-3.0
Nico Hischier,,Swiss-B,7.0,1.0,1.0,2.0,0.0,2.0
Nico Hischier,2017-18,NHL,82.0,20.0,32.0,52.0,26.0,10.0
Nico Hischier,2018-19,NHL,69.0,17.0,30.0,47.0,24.0,0.0
Nico Hischier,2019-20,NHL,58.0,14.0,22.0,36.0,12.0,-16.0
Nicolas Aube-Kubel,,AHL,229.0,50.0,55.0,105.0,236.0,39.0
Nicolas Aube-Kubel,,QMJHL,251.0,108.0,136.0,244.0,239.0,46.0
Nicolas Aube-Kubel,2018-19,NHL,9.0,0.0,0.0,0.0,0.0,1.0
Nicolas Aube-Kubel,2019-20,NHL,36.0,7.0,8.0,15.0,19.0,1.0
Nicolas Aube-Kubel,2020-21,NHL,50.0,3.0,9.0,12.0,44.0,-3.0
Nicolas Deslauriers,,AHL,193.0,24.0,55.0,79.0,232.0,-25.0
Nicolas Deslauriers,,QMJHL,223.0,35.0,92.0,127.0,243.0,40.0
Nicolas Deslauriers,2013-14,NHL,17.0,1.0,0.0,1.0,18.0,-10.0
Nicolas Deslauriers,2014-15,NHL,82.0,5.0,10.0,15.0,71.0,-24.0
Nicolas Deslauriers,2015-16,NHL,70.0,6.0,6.0,12.0,59.0,-14.0
Nikita Kucherov,,AHL,17.0,13.0,11.0,24.0,10.0,1.0
Nikita Kucherov,,KHL,26.0,1.0,5.0,6.0,4.0,-4.0
Nikita Kucherov,,QMJHL,33.0,29.0,34.0,63.0,14.0,17.0
Nikita Kucherov,,Rus-MHL,117.0,80.0,75.0,155.0,161.0,81.0
Nikita Kucherov,2013-14,NHL,52.0,9.0,9.0,18.0,14.0,3.0
Nikita Kucherov,2014-15,NHL,82.0,29.0,36.0,65.0,37.0,38.0
Nikita Kucherov,2015-16,NHL,77.0,30.0,36.0,66.0,30.0,9.0
Nikita Nesterenko,,AHL,111.0,24.0,34.0,58.0,64.0,1.0
Nikita Nesterenko,,BCHL,56.0,20.0,36.0,56.0,29.0,0.0
Nikita Nesterenko,,H-East,97.0,28.0,49.0,77.0,86.0,25.0
Nikita Nesterenko,2022-23,NHL,9.0,1.0,0.0,1.0,0.0,-3.0
Nikita Nesterenko,2023-24,NHL,3.0,1.0,0.0,1.0,0.0,0.0
Nikita Nesterenko,2024-25,NHL,7.0,1.0,1.0,2.0,0.0,0.0
Nikolai Kovalenko,,AHL,4.0,1.0,2.0,3.0,2.0,0.0
Nikolai Kovalenko,,KHL,257.0,59.0,82.0,141.0,118.0,52.0
Nikolai Kovalenko,,Rus-MHL,72.0,17.0,33.0,50.0,56.0,33.0
Nikolai Kovalenko,2023-24,NHL,0.0,0.0,0.0,0.0,0.0,0.0
Nikolai Kovalenko,2024-25,NHL,28.0,4.0,4.0,8.0,10.0,-7.0
Nikolai Kovalenko,2024-25,NHL,17.0,1.0,7.0,8.0,2.0,-1.0
Nikolaj Ehlers,,QMJHL,114.0,86.0,119.0,205.0,118.0,91.0
Nikolaj Ehlers,,Swiss-A,11.0,1.0,1.0,2.0,0.0,1.0
Nikolaj Ehlers,2015-16,NHL,72.0,15.0,23.0,38.0,21.0,3.0
Nikolaj Ehlers,2016-17,NHL,82.0,25.0,39.0,64.0,38.0,1.0
Nikolaj Ehlers,2017-18,NHL,82.0,29.0,31.0,60.0,26.0,14.0
Nils Aman,,AHL,68.0,19.0,35.0,54.0,24.0,12.0
Nils Aman,,Swe-1,9.0,1.0,0.0,1.0,2.0,1.0
Nils Aman,,Swe-Jr,96.0,29.0,62.0,91.0,30.0,41.0
Nils Aman,,SweHL,110.0,9.0,18.0,27.0,18.0,-3.0
Nils Aman,2022-23,NHL,68.0,4.0,12.0,16.0,18.0,-12.0
Nils Aman,2023-24,NHL,43.0,3.0,4.0,7.0,8.0,-3.0
Nils Aman,2024-25,NHL,7.0,0.0,2.0,2.0,0.0,-3.0
Nils Hoglander,,AHL,45.0,14.0,18.0,32.0,44.0,5.0
Nils Hoglander,,Swe-1,58.0,8.0,7.0,15.0,24.0,1.0
Nils Hoglander,,Swe-Jr,34.0,16.0,9.0,25.0,71.0,0.0
Nils Hoglander,,SweHL,114.0,21.0,23.0,44.0,94.0,-6.0
Nils Hoglander,2020-21,NHL,56.0,13.0,14.0,27.0,16.0,-4.0
Nils Hoglander,2021-22,NHL,60.0,10.0,8.0,18.0,24.0,-7.0
Nils Hoglander,2022-23,NHL,25.0,3.0,6.0,9.0,6.0,-4.0
Nino Niederreiter,,AHL,80.0,31.0,23.0,54.0,42.0,-1.0
Nino Niederreiter,,WHL,120.0,77.0,53.0,130.0,135.0,39.0
Nino Niederreiter,2010-11,NHL,9.0,1.0,1.0,2.0,8.0,-1.0
Nino Niederreiter,2011-12,NHL,55.0,1.0,0.0,1.0,12.0,-29.0
Noah Cates,,NCHC,139.0,39.0,60.0,99.0,112.0,29.0
Noah Cates,,USHL,73.0,24.0,39.0,63.0,34.0,18.0
Noah Cates,2021-22,NHL,16.0,5.0,4.0,9.0,4.0,4.0
Noah Cates,2022-23,NHL,82.0,13.0,25.0,38.0,12.0,3.0
Noah Cates,2023-24,NHL,59.0,6.0,12.0,18.0,0.0,-8.0
Noah Dobson,,QMJHL,186.0,39.0,108.0,147.0,152.0,77.0
Noah Dobson,2019-20,NHL,34.0,1.0,6.0,7.0,8.0,-1.0
Noah Dobson,2020-21,NHL,46.0,3.0,11.0,14.0,8.0,1.0
Noah Dobson,2021-22,NHL,80.0,13.0,38.0,51.0,18.0,-3.0
Noah Gregor,,AHL,43.0,14.0,26.0,40.0,24.0,-1.0
Noah Gregor,,WHL,257.0,129.0,164.0,293.0,156.0,63.0
Noah Gregor,2019-20,NHL,28.0,3.0,2.0,5.0,8.0,-5.0
Noah Gregor,2020-21,NHL,30.0,5.0,1.0,6.0,6.0,-16.0
Noah Gregor,2021-22,NHL,63.0,8.0,15.0,23.0,25.0,-21.0
Noah Hanifin,,H-East,37.0,5.0,18.0,23.0,16.0,12.0
Noah Hanifin,,USHL,31.0,6.0,14.0,20.0,18.0,-2.0
Noah Hanifin,2015-16,NHL,79.0,4.0,18.0,22.0,22.0,-14.0
Noah Hanifin,2016-17,NHL,81.0,4.0,25.0,29.0,26.0,-19.0
Noah Hanifin,2017-18,NHL,79.0,10.0,22.0,32.0,21.0,-20.0
Noah Juulsen,,AHL,47.0,1.0,8.0,9.0,12.0,-4.0
Noah Juulsen,,WHL,240.0,30.0,94.0,124.0,149.0,48.0
Noah Juulsen,2017-18,NHL,23.0,1.0,2.0,3.0,4.0,1.0
Noah Juulsen,2018-19,NHL,21.0,1.0,4.0,5.0,6.0,5.0
Noel Acciari,,AHL,75.0,13.0,20.0,33.0,30.0,20.0
Noel Acciari,,H-East,113.0,32.0,33.0,65.0,72.0,22.0
Noel Acciari,2015-16,NHL,19.0,0.0,1.0,1.0,8.0,-4.0
Noel Acciari,2016-17,NHL,29.0,2.0,3.0,5.0,16.0,3.0
Noel Acciari,2017-18,NHL,60.0,10.0,1.0,11.0,9.0,-6.0
Nolan Foote,,AHL,134.0,41.0,45.0,86.0,81.0,18.0
Nolan Foote,,WHL,195.0,83.0,88.0,171.0,167.0,12.0
Nolan Foote,2020-21,NHL,6.0,1.0,1.0,2.0,0.0,-1.0
Nolan Foote,2021-22,NHL,7.0,3.0,1.0,4.0,0.0,3.0
Nolan Foote,2022-23,NHL,6.0,1.0,0.0,1.0,0.0,2.0
Oliver Bjorkstrand,,AHL,88.0,31.0,24.0,55.0,16.0,-1.0
Oliver Bjorkstrand,,Denmark,36.0,13.0,13.0,26.0,10.0,0.0
Oliver Bjorkstrand,,WHL,193.0,144.0,146.0,290.0,81.0,142.0
Oliver Bjorkstrand,2015-16,NHL,12.0,4.0,4.0,8.0,0.0,6.0
Oliver Bjorkstrand,2016-17,NHL,26.0,6.0,7.0,13.0,6.0,4.0
Oliver Bjorkstrand,2017-18,NHL,82.0,11.0,29.0,40.0,9.0,4.0
Oliver Ekman-Larsson,,AHL,35.0,10.0,21.0,31.0,44.0,2.0
Oliver Ekman-Larsson,,Swe-1,81.0,12.0,32.0,44.0,130.0,63.0
Oliver Ekman-Larsson,2010-11,NHL,48.0,1.0,10.0,11.0,24.0,3.0
Oliver Ekman-Larsson,2011-12,NHL,82.0,13.0,19.0,32.0,32.0,0.0
Oliver Ekman-Larsson,2012-13,NHL,48.0,3.0,21.0,24.0,26.0,5.0
Oliver Kylington,,AHL,169.0,18.0,56.0,74.0,54.0,-24.0
Oliver Kylington,,Swe-1,17.0,4.0,3.0,7.0,6.0,-2.0
Oliver Kylington,,Swe-Jr,70.0,12.0,29.0,41.0,36.0,33.0
Oliver Kylington,,SweHL,50.0,4.0,7.0,11.0,10.0,3.0
Oliver Kylington,2015-16,NHL,1.0,0.0,0.0,0.0,0.0,0.0
Oliver Wahlstrom,,AHL,50.0,12.0,13.0,25.0,38.0,-19.0
Oliver Wahlstrom,,Exhibition,36.0,26.0,23.0,49.0,20.0,7.0
Oliver Wahlstrom,,H-East,36.0,8.0,11.0,19.0,28.0,-6.0
Oliver Wahlstrom,,Swe-1,10.0,4.0,4.0,8.0,8.0,-2.0
Oliver Wahlstrom,,USHL,55.0,31.0,27.0,58.0,36.0,17.0
Oliver Wahlstrom,2019-20,NHL,9.0,0.0,0.0,0.0,4.0,-2.0
Oliver Wahlstrom,2020-21,NHL,44.0,12.0,9.0,21.0,21.0,2.0
Oliver Wahlstrom,2021-22,NHL,73.0,13.0,11.0,24.0,74.0,-6.0
Olle Lycksell,,AHL,126.0,47.0,71.0,118.0,28.0,7.0
Olle Lycksell,,Swe-1,3.0,1.0,1.0,2.0,0.0,0.0
Olle Lycksell,,Swe-Jr,60.0,17.0,21.0,38.0,16.0,14.0
Olle Lycksell,,SweHL,221.0,42.0,53.0,95.0,36.0,-2.0
Olle Lycksell,2022-23,NHL,8.0,0.0,1.0,1.0,8.0,-3.0
Olle Lycksell,2023-24,NHL,18.0,1.0,4.0,5.0,6.0,0.0
Olle Lycksell,2024-25,NHL,6.0,0.0,0.0,0.0,0.0,-1.0
Olli Maatta,,AHL,0.0,0.0,0.0,0.0,0.0,0.0
Olli Maatta,,Mestis,25.0,1.0,7.0,8.0,8.0,14.0
Olli Maatta,,OHL,115.0,13.0,57.0,70.0,55.0,34.0
Olli Maatta,2013-14,NHL,78.0,9.0,20.0,29.0,14.0,8.0
Olli Maatta,2014-15,NHL,20.0,1.0,8.0,9.0,10.0,1.0
Olli Maatta,2015-16,NHL,67.0,6.0,13.0,19.0,22.0,27.0
Ondrej Palat,,AHL,117.0,22.0,60.0,82.0,45.0,32.0
Ondrej Palat,,QMJHL,120.0,56.0,80.0,136.0,48.0,70.0
Ondrej Palat,2012-13,NHL,14.0,2.0,2.0,4.0,0.0,5.0
Ondrej Palat,2013-14,NHL,81.0,23.0,36.0,59.0,20.0,32.0
Ondrej Palat,2014-15,NHL,75.0,16.0,47.0,63.0,24.0,31.0
Oskar Sundqvist,,AHL,114.0,27.0,42.0,69.0,88.0,7.0
Oskar Sundqvist,,SEL,14.0,1.0,0.0,1.0,8.0,2.0
Oskar Sundqvist,,Swe-Jr,41.0,18.0,16.0,34.0,48.0,13.0
Oskar Sundqvist,,SweHL,92.0,15.0,20.0,35.0,50.0,21.0
Oskar Sundqvist,2015-16,NHL,18.0,1.0,3.0,4.0,4.0,0.0
Oskar Sundqvist,2016-17,NHL,10.0,0.0,0.0,0.0,2.0,-4.0
Oskar Sundqvist,2017-18,NHL,42.0,1.0,4.0,5.0,14.0,-5.0
Owen Tippett,,AHL,51.0,20.0,22.0,42.0,20.0,14.0
Owen Tippett,,OHL,213.0,128.0,116.0,244.0,94.0,51.0
Owen Tippett,,OJHL,6.0,2.0,1.0,3.0,2.0,0.0
Owen Tippett,2017-18,NHL,7.0,1.0,0.0,1.0,0.0,-6.0
Parker Kelly,,AHL,128.0,26.0,23.0,49.0,84.0,-5.0
